Type,Province,Town,Bedrooms,Stage,Sale_Count,Rent_Count,Sale_Median_Bathrooms,Rent_Median_Bathrooms,Sale_Median_IntArea,Rent_Median_IntArea,Sale_Median_ExtArea,Rent_Median_ExtArea,Sale_Min_Price,Sale_Max_Price,Sale_Median_Price,Rent_Min_Price,Rent_Max_Price,Rent_Median_Price,Downpayment,Loan,Repayment_Monthly,Vacancy_Monthly,Repairs_Monthly,Management_Monthly,Net_Rent_Monthly,Net_Rent_Year,Total_Years,CoC_Return
Apartment,North,Manikata,2.0,Plan,6,16,1.0,2.0,78.0,110.0,5.0,20.0,198000.0,239000.0,212500.0,700.0,1350.0,1000.0,21250.0,191250.0,915.26,50.0,50.0,100.0,-115.26,-1383.08,47.14,-6.51
Apartment,East,Pieta,1.0,Unclassified,5,76,1.0,1.0,57.0,64.0,10.0,4.0,150000.0,165000.0,160000.0,550.0,1200.0,750.0,16000.0,144000.0,689.13,37.5,37.5,75.0,-89.13,-1069.61,47.22,-6.69
Apartment,East,Pieta,1.0,Finished,24,76,1.0,1.0,56.0,64.0,2.0,4.0,133000.0,208000.0,160000.0,550.0,1200.0,750.0,16000.0,144000.0,689.13,37.5,37.5,75.0,-89.13,-1069.61,47.22,-6.69
Apartment,Gozo,Gozo - Xewkija,3.0,Shell,13,34,3.0,2.0,125.0,0.0,20.0,0.0,127000.0,218000.0,160000.0,450.0,1200.0,750.0,16000.0,144000.0,689.13,37.5,37.5,75.0,-89.13,-1069.61,47.22,-6.69
Penthouse,East,Gzira,1.0,Unclassified,5,159,1.0,1.0,52.5,65.0,48.5,17.5,201000.0,310000.0,235000.0,500.0,2160.0,1100.0,23500.0,211500.0,1012.17,55.0,55.0,110.0,-132.17,-1585.99,47.25,-6.75
Apartment,East,Msida,1.0,Finished,76,388,1.0,1.0,61.5,1.0,8.0,1.0,145000.0,245000.0,171500.0,400.0,3000.0,800.0,17150.0,154350.0,738.67,40.0,40.0,80.0,-98.67,-1183.99,47.33,-6.9
Apartment,Central,Hamrun,3.0,Shell,8,34,2.0,2.0,118.0,130.0,8.0,5.0,133000.0,236000.0,193000.0,600.0,1350.0,900.0,19300.0,173700.0,831.27,45.0,45.0,90.0,-111.27,-1335.22,47.34,-6.92
Apartment,East,Msida,2.0,Plan,53,921,2.0,2.0,82.0,75.0,8.0,5.0,148500.0,250000.0,198500.0,525.0,2400.0,925.0,19850.0,178650.0,854.96,46.25,46.25,92.5,-114.96,-1379.49,47.35,-6.95
Apartment,East,Gzira,3.0,Shell,37,726,2.0,2.0,120.0,110.0,12.5,10.0,205000.0,356000.0,279500.0,700.0,7000.0,1300.0,27950.0,251550.0,1203.83,65.0,65.0,130.0,-163.83,-1965.98,47.4,-7.03
Apartment,Central,Santa Venera,3.0,Shell,5,111,2.0,2.0,98.0,120.0,12.0,1.0,178000.0,229000.0,215000.0,600.0,2000.0,1000.0,21500.0,193500.0,926.02,50.0,50.0,100.0,-126.02,-1512.29,47.4,-7.03
Apartment,Gozo,Gozo - Munxar,2.0,Finished,3,3,2.0,1.0,,110.0,,15.0,135000.0,155000.0,140000.0,500.0,650.0,650.0,14000.0,126000.0,602.99,32.5,32.5,65.0,-82.99,-995.91,47.44,-7.11
Apartment,East,Pieta,3.0,Unclassified,11,236,2.0,2.0,100.0,115.0,11.0,11.0,155000.0,398000.0,280000.0,750.0,3000.0,1300.0,28000.0,252000.0,1205.99,65.0,65.0,130.0,-165.99,-1991.82,47.44,-7.11
Apartment,South,Fgura,3.0,Plan,54,81,2.0,2.0,102.0,80.0,20.0,,183000.0,318000.0,205000.0,550.0,2000.0,950.0,20500.0,184500.0,882.95,47.5,47.5,95.0,-122.95,-1475.44,47.48,-7.2
Apartment,North,Qawra,2.0,Shell,8,577,2.0,1.0,105.0,77.5,15.0,10.0,170000.0,285000.0,173000.0,450.0,3800.0,800.0,17300.0,155700.0,745.13,40.0,40.0,80.0,-105.13,-1261.52,47.53,-7.29
Apartment,East,Sliema,3.0,Plan,27,4558,2.0,2.0,104.0,145.0,14.0,15.0,345000.0,555000.0,400000.0,440.0,7000.0,1850.0,40000.0,360000.0,1722.84,92.5,92.5,185.0,-242.84,-2914.03,47.52,-7.29
Apartment,East,Gzira,1.0,Plan,16,834,1.0,1.0,52.5,40.0,7.5,4.0,170000.0,385000.0,205750.0,500.0,2500.0,950.0,20575.0,185175.0,886.18,47.5,47.5,95.0,-126.18,-1514.21,47.56,-7.36
Penthouse,East,Msida,2.0,Unclassified,10,237,2.0,2.0,81.0,74.0,30.0,20.0,242000.0,340000.0,260000.0,650.0,2880.0,1200.0,26000.0,234000.0,1119.84,60.0,60.0,120.0,-159.84,-1918.12,47.57,-7.38
Apartment,East,Ta' Xbiex,2.0,Finished,11,139,2.0,2.0,84.0,60.0,3.0,10.0,235000.0,350000.0,260000.0,1.0,4700.0,1200.0,26000.0,234000.0,1119.84,60.0,60.0,120.0,-159.84,-1918.12,47.57,-7.38
Apartment,Gozo,Gozo - Xewkija,2.0,Shell,7,10,2.0,1.0,85.0,,5.0,,125000.0,139000.0,130000.0,550.0,900.0,600.0,13000.0,117000.0,559.92,30.0,30.0,60.0,-79.92,-959.06,47.57,-7.38
Apartment,East,Msida,3.0,Plan,21,549,2.0,2.0,99.5,100.0,10.5,8.0,198500.0,435000.0,239000.0,750.0,3000.0,1100.0,23900.0,215100.0,1029.39,55.0,55.0,110.0,-149.39,-1792.74,47.63,-7.5
Penthouse,South,Fgura,1.0,Finished,6,10,1.0,1.0,62.0,,20.0,,155000.0,266000.0,184000.0,650.0,1000.0,845.0,18400.0,165600.0,792.5,42.25,42.25,84.5,-116.5,-1398.06,47.68,-7.6
Penthouse,Central,Iklin,3.0,Plan,4,3,2.0,2.0,110.5,130.0,35.5,37.0,420000.0,629000.0,435500.0,1700.0,2300.0,2000.0,43550.0,391950.0,1875.74,100.0,100.0,200.0,-275.74,-3308.85,47.68,-7.6
Apartment,North,Saint Paul's Bay,1.0,Furnished,7,159,1.0,1.0,78.0,25.5,12.0,3.5,133000.0,510000.0,159000.0,400.0,2400.0,730.0,15900.0,143100.0,684.83,36.5,36.5,73.0,-100.83,-1209.93,47.69,-7.61
Maisonette,East,Gzira,3.0,Finished,3,50,2.0,2.0,,55.0,,10.5,289000.0,315000.0,289000.0,900.0,1800.0,1325.0,28900.0,260100.0,1244.75,66.25,66.25,132.5,-184.75,-2216.99,47.72,-7.67
Apartment,East,San Gwann,1.0,Plan,8,139,1.0,1.0,50.0,1.0,6.0,10.5,145000.0,250000.0,174500.0,550.0,3250.0,800.0,17450.0,157050.0,751.59,40.0,40.0,80.0,-111.59,-1339.05,47.72,-7.67
Penthouse,East,Saint Julian's,3.0,Furnished,3,216,2.0,2.0,117.0,140.0,36.0,28.5,525000.0,590000.0,525000.0,900.0,9500.0,2400.0,52500.0,472500.0,2261.22,120.0,120.0,240.0,-341.22,-4094.67,47.79,-7.8
Apartment,South,Tarxien,2.0,Furnished,3,37,1.0,2.0,64.0,1.0,4.0,1.0,170000.0,275000.0,175000.0,650.0,1200.0,800.0,17500.0,157500.0,753.74,40.0,40.0,80.0,-113.74,-1364.89,47.79,-7.8
Apartment,East,Msida,2.0,Unclassified,34,921,2.0,2.0,62.5,75.0,7.5,5.0,170000.0,270000.0,202500.0,525.0,2400.0,925.0,20250.0,182250.0,872.19,46.25,46.25,92.5,-132.19,-1586.23,47.8,-7.83
Apartment,East,Ta' Xbiex,2.0,Unclassified,4,139,2.0,2.0,65.0,60.0,12.0,10.0,245000.0,350000.0,263000.0,1.0,4700.0,1200.0,26300.0,236700.0,1132.76,60.0,60.0,120.0,-172.76,-2073.18,47.83,-7.88
Maisonette,East,Saint Julian's,2.0,Finished,7,110,2.0,2.0,76.0,105.0,14.0,15.0,260000.0,425000.0,285000.0,800.0,4200.0,1300.0,28500.0,256500.0,1227.52,65.0,65.0,130.0,-187.52,-2250.25,47.84,-7.9
Apartment,South,Marsa,2.0,Plan,6,9,2.0,1.0,,,,,149000.0,158000.0,153500.0,450.0,850.0,700.0,15350.0,138150.0,661.14,35.0,35.0,70.0,-101.14,-1213.66,47.84,-7.91
Apartment,South,Fgura,2.0,Plan,9,42,2.0,1.0,0.0,125.5,9.0,4.0,175000.0,250000.0,181000.0,600.0,1000.0,825.0,18100.0,162900.0,779.58,41.25,41.25,82.5,-119.58,-1435.0,47.85,-7.93
Apartment,Gozo,Gozo - Xewkija,3.0,Plan,11,34,2.0,2.0,124.0,0.0,14.0,0.0,114000.0,268000.0,165000.0,450.0,1200.0,750.0,16500.0,148500.0,710.67,37.5,37.5,75.0,-110.67,-1328.04,47.92,-8.05
Apartment,East,Pieta,1.0,Plan,18,76,1.0,1.0,50.0,64.0,6.0,4.0,130000.0,235000.0,165000.0,550.0,1200.0,750.0,16500.0,148500.0,710.67,37.5,37.5,75.0,-110.67,-1328.04,47.92,-8.05
Apartment,North,Saint Paul's Bay,4.0,Unclassified,3,15,2.0,2.0,160.0,,7.0,,265000.0,385000.0,265000.0,700.0,3750.0,1200.0,26500.0,238500.0,1141.38,60.0,60.0,120.0,-181.38,-2176.55,48.0,-8.21
Apartment,Gozo,Gozo - Ghajnsielem,3.0,Unclassified,20,96,2.0,2.0,105.0,0.0,12.0,10.0,117000.0,265000.0,166500.0,500.0,2100.0,750.0,16650.0,149850.0,717.13,37.5,37.5,75.0,-117.13,-1405.57,48.12,-8.44
Apartment,South,Safi,2.0,Finished,8,25,2.0,2.0,,120.0,,20.0,170000.0,265000.0,200000.0,600.0,1300.0,900.0,20000.0,180000.0,861.42,45.0,45.0,90.0,-141.42,-1697.02,48.15,-8.49
Penthouse,North,Saint Paul's Bay,3.0,Plan,10,73,2.0,2.0,96.0,155.0,18.0,47.5,300000.0,375000.0,300000.0,750.0,4500.0,1350.0,30000.0,270000.0,1292.13,67.5,67.5,135.0,-212.13,-2545.53,48.15,-8.49
Apartment,South,Kalkara,3.0,Shell,3,59,2.0,2.0,112.0,152.0,34.0,10.0,245000.0,255000.0,245000.0,650.0,3000.0,1100.0,24500.0,220500.0,1055.24,55.0,55.0,110.0,-175.24,-2102.85,48.2,-8.58
Penthouse,Central,Iklin,3.0,Finished,7,3,2.0,2.0,117.0,130.0,48.0,37.0,425000.0,669500.0,447000.0,1700.0,2300.0,2000.0,44700.0,402300.0,1925.27,100.0,100.0,200.0,-325.27,-3903.23,48.28,-8.73
Apartment,East,San Gwann,1.0,Shell,3,139,1.0,1.0,71.5,1.0,11.5,10.5,170000.0,184000.0,179000.0,550.0,3250.0,800.0,17900.0,161100.0,770.97,40.0,40.0,80.0,-130.97,-1571.63,48.31,-8.78
Apartment,East,Valletta,3.0,Finished,4,39,2.0,2.0,,1.0,,1.0,305000.0,495000.0,492500.0,790.0,3300.0,2200.0,49250.0,443250.0,2121.24,110.0,110.0,220.0,-361.24,-4334.9,48.32,-8.8
Apartment,Central,Naxxar,1.0,Unclassified,12,38,1.0,1.0,56.0,38.0,10.0,1.0,185000.0,185000.0,185000.0,500.0,2200.0,825.0,18500.0,166500.0,796.81,41.25,41.25,82.5,-136.81,-1641.74,48.36,-8.87
Apartment,North,Saint Paul's Bay,3.0,Unclassified,333,641,1.0,2.0,90.0,92.5,5.0,10.0,185000.0,585000.0,225000.0,500.0,4000.0,1000.0,22500.0,202500.0,969.1,50.0,50.0,100.0,-169.1,-2029.14,48.44,-9.02
Apartment,East,San Gwann,2.0,Shell,11,462,2.0,2.0,102.0,1.0,7.0,11.0,199000.0,253000.0,225000.0,700.0,2200.0,1000.0,22500.0,202500.0,969.1,50.0,50.0,100.0,-169.1,-2029.14,48.44,-9.02
Apartment,East,Bahar Ic-Caghaq,3.0,Finished,14,164,2.0,2.0,,145.0,,15.0,319000.0,380000.0,337500.0,750.0,2500.0,1500.0,33750.0,303750.0,1453.64,75.0,75.0,150.0,-253.64,-3043.72,48.44,-9.02
Penthouse,East,Saint Julian's,2.0,Finished,8,270,2.0,2.0,91.0,90.0,69.5,30.0,255000.0,691000.0,405000.0,850.0,6000.0,1800.0,40500.0,364500.0,1744.37,90.0,90.0,180.0,-304.37,-3652.46,48.44,-9.02
Apartment,East,San Gwann,1.0,Unclassified,3,139,2.0,1.0,67.0,1.0,9.0,10.5,180000.0,180000.0,180000.0,550.0,3250.0,800.0,18000.0,162000.0,775.28,40.0,40.0,80.0,-135.28,-1623.32,48.44,-9.02
Apartment,South,Luqa,2.0,Plan,9,48,2.0,2.0,,1.0,,1.0,181000.0,202000.0,197000.0,700.0,2100.0,875.0,19700.0,177300.0,848.5,43.75,43.75,87.5,-148.5,-1781.96,48.45,-9.05
Apartment,South,Fgura,2.0,Unclassified,11,42,2.0,1.0,84.25,125.5,7.31,4.0,160000.0,227000.0,186000.0,600.0,1000.0,825.0,18600.0,167400.0,801.12,41.25,41.25,82.5,-141.12,-1693.43,48.48,-9.1
Apartment,East,Saint Julian's,3.0,Plan,26,1822,2.0,2.0,136.0,130.0,24.0,10.0,250000.0,550000.0,395000.0,700.0,7000.0,1750.0,39500.0,355500.0,1701.3,87.5,87.5,175.0,-301.3,-3615.61,48.51,-9.15
Apartment,South,Xghajra,2.0,Plan,5,52,1.0,2.0,0.0,1.0,10.0,1.0,192000.0,234000.0,192000.0,600.0,2600.0,850.0,19200.0,172800.0,826.96,42.5,42.5,85.0,-146.96,-1763.54,48.53,-9.19
Apartment,North,Saint Paul's Bay,1.0,Finished,19,159,1.0,1.0,60.0,25.5,2.0,3.5,135000.0,350000.0,165000.0,400.0,2400.0,730.0,16500.0,148500.0,710.67,36.5,36.5,73.0,-126.67,-1520.04,48.54,-9.21
Apartment,South,Xghajra,2.0,Shell,4,52,2.0,2.0,,1.0,,1.0,185000.0,198000.0,192500.0,600.0,2600.0,850.0,19250.0,173250.0,829.11,42.5,42.5,85.0,-149.11,-1789.38,48.59,-9.3
Apartment,Gozo,Gozo - Ghajnsielem,3.0,Plan,4,96,2.0,2.0,90.0,0.0,20.0,10.0,165000.0,245000.0,170000.0,500.0,2100.0,750.0,17000.0,153000.0,732.21,37.5,37.5,75.0,-132.21,-1586.46,48.61,-9.33
Penthouse,East,Pieta,2.0,Finished,15,59,2.0,2.0,90.0,85.0,34.5,1.0,265000.0,620000.0,295000.0,800.0,3250.0,1300.0,29500.0,265500.0,1270.59,65.0,65.0,130.0,-230.59,-2767.1,48.64,-9.38
Maisonette,East,Gzira,2.0,Plan,5,85,2.0,1.0,85.0,77.5,26.0,15.0,238000.0,295000.0,250000.0,650.0,2100.0,1100.0,25000.0,225000.0,1076.77,55.0,55.0,110.0,-196.77,-2361.27,48.67,-9.45
Penthouse,East,Gzira,3.0,Finished,12,101,2.0,2.0,103.0,120.0,18.0,50.0,300000.0,565000.0,409375.0,1000.0,3000.0,1800.0,40937.5,368437.5,1763.22,90.0,90.0,180.0,-323.22,-3878.58,48.69,-9.47
Apartment,East,San Gwann,1.0,Finished,18,139,1.0,1.0,58.0,1.0,6.0,10.5,150000.0,375000.0,182000.0,550.0,3250.0,800.0,18200.0,163800.0,783.89,40.0,40.0,80.0,-143.89,-1726.69,48.7,-9.49
House of Character,Central,Attard,3.0,Furnished,3,13,2.0,2.0,161.5,100.5,32.0,1.0,535000.0,535000.0,535000.0,1500.0,6500.0,2350.0,53500.0,481500.0,2304.29,117.5,117.5,235.0,-424.29,-5091.52,48.71,-9.52
Penthouse,East,Msida,1.0,Unclassified,5,145,1.0,1.0,102.0,1.0,30.0,1.0,169000.0,295000.0,205000.0,600.0,2100.0,900.0,20500.0,184500.0,882.95,45.0,45.0,90.0,-162.95,-1955.44,48.73,-9.54
Apartment,Central,Santa Venera,1.0,Plan,14,34,1.0,1.0,76.0,,16.0,,150000.0,240000.0,182500.0,575.0,1050.0,800.0,18250.0,164250.0,786.04,40.0,40.0,80.0,-146.04,-1752.53,48.76,-9.6
Apartment,South,Luqa,2.0,Finished,20,48,2.0,2.0,113.0,1.0,16.0,1.0,184000.0,220000.0,200000.0,700.0,2100.0,875.0,20000.0,180000.0,861.42,43.75,43.75,87.5,-161.42,-1937.02,48.81,-9.69
Apartment,West,Rabat,1.0,Plan,5,20,1.0,1.0,50.0,48.5,6.0,10.0,160000.0,170000.0,160000.0,500.0,900.0,700.0,16000.0,144000.0,689.13,35.0,35.0,70.0,-129.13,-1549.61,48.81,-9.69
Townhouse,Central,Hamrun,3.0,Unclassified,6,4,2.0,2.5,128.0,,18.0,,250000.0,380000.0,320000.0,1000.0,2300.0,1400.0,32000.0,288000.0,1378.27,70.0,70.0,140.0,-258.27,-3099.23,48.81,-9.69
Penthouse,East,Pieta,2.0,Plan,3,59,2.0,2.0,65.0,85.0,30.0,1.0,260000.0,303000.0,298000.0,800.0,3250.0,1300.0,29800.0,268200.0,1283.51,65.0,65.0,130.0,-243.51,-2922.16,48.88,-9.81
Apartment,East,Gzira,3.0,Unclassified,29,726,2.0,2.0,128.0,110.0,15.0,10.0,225000.0,380000.0,298000.0,700.0,7000.0,1300.0,29800.0,268200.0,1283.51,65.0,65.0,130.0,-243.51,-2922.16,48.88,-9.81
Penthouse,Central,Mosta,1.0,Furnished,4,21,1.0,1.0,48.0,40.0,28.0,40.0,170000.0,239000.0,195000.0,650.0,1000.0,850.0,19500.0,175500.0,839.88,42.5,42.5,85.0,-159.88,-1918.59,48.9,-9.84
Townhouse,South,Senglea,3.0,Finished,5,7,3.0,3.0,62.0,,8.0,,380000.0,750000.0,574000.0,1700.0,2900.0,2500.0,57400.0,516600.0,2472.27,125.0,125.0,250.0,-472.27,-5667.24,48.92,-9.87
Apartment,East,Sliema,2.0,Furnished,25,3561,1.0,2.0,85.0,85.0,6.5,10.0,235000.0,485000.0,310000.0,575.0,7000.0,1350.0,31000.0,279000.0,1335.2,67.5,67.5,135.0,-255.2,-3062.38,48.92,-9.88
Apartment,South,Zurrieq,1.0,Unclassified,3,6,1.0,1.0,,,,,155000.0,192000.0,155000.0,550.0,2100.0,675.0,15500.0,139500.0,667.6,33.75,33.75,67.5,-127.6,-1531.19,48.92,-9.88
Maisonette,East,Gzira,3.0,Plan,4,50,2.0,2.0,88.5,55.0,17.0,10.5,265000.0,375000.0,304500.0,900.0,1800.0,1325.0,30450.0,274050.0,1311.51,66.25,66.25,132.5,-251.51,-3018.11,48.94,-9.91
Penthouse,East,Msida,3.0,Finished,6,102,2.0,2.0,104.0,100.0,70.0,30.0,280000.0,550000.0,327500.0,750.0,3500.0,1425.0,32750.0,294750.0,1410.57,71.25,71.25,142.5,-270.57,-3246.86,48.94,-9.91
Apartment,East,Gzira,1.0,Unclassified,13,834,1.0,1.0,48.0,40.0,4.0,4.0,165000.0,355000.0,218500.0,500.0,2500.0,950.0,21850.0,196650.0,941.1,47.5,47.5,95.0,-181.1,-2173.19,48.96,-9.95
Maisonette,North,Saint Paul's Bay,3.0,Plan,6,40,2.0,2.0,102.5,43.0,33.5,8.0,230000.0,285000.0,230000.0,700.0,2200.0,1000.0,23000.0,207000.0,990.63,50.0,50.0,100.0,-190.63,-2287.57,48.96,-9.95
Apartment,South,Paola,3.0,Plan,12,70,2.0,2.0,141.0,,21.0,,165000.0,280000.0,230000.0,650.0,2100.0,1000.0,23000.0,207000.0,990.63,50.0,50.0,100.0,-190.63,-2287.57,48.96,-9.95
Apartment,Gozo,Gozo - Qala,3.0,Shell,5,47,2.0,2.0,0.0,0.0,10.0,10.0,157000.0,285000.0,161000.0,500.0,2100.0,700.0,16100.0,144900.0,693.44,35.0,35.0,70.0,-133.44,-1601.3,48.96,-9.95
Apartment,Gozo,Gozo - Qala,3.0,Unclassified,17,47,2.0,2.0,104.0,0.0,9.6,10.0,152000.0,338000.0,161000.0,500.0,2100.0,700.0,16100.0,144900.0,693.44,35.0,35.0,70.0,-133.44,-1601.3,48.96,-9.95
Apartment,East,Pieta,4.0,Finished,3,22,2.0,3.0,129.0,,14.0,,266000.0,290000.0,276000.0,900.0,2000.0,1200.0,27600.0,248400.0,1188.76,60.0,60.0,120.0,-228.76,-2745.08,48.96,-9.95
Townhouse,South,Marsa,3.0,Furnished,8,4,2.0,2.0,154.0,,80.0,,213000.0,372000.0,247500.0,350.0,1500.0,1075.0,24750.0,222750.0,1066.0,53.75,53.75,107.5,-206.0,-2472.06,48.98,-9.99
Apartment,North,Mellieha,1.0,Furnished,3,84,1.0,1.0,70.5,45.0,9.0,10.0,196000.0,305000.0,196000.0,400.0,2100.0,850.0,19600.0,176400.0,844.19,42.5,42.5,85.0,-164.19,-1970.28,49.02,-10.05
Apartment,South,Paola,1.0,Finished,27,11,1.0,1.0,0.0,,10.0,,115000.0,186000.0,150000.0,650.0,800.0,650.0,15000.0,135000.0,646.06,32.5,32.5,65.0,-126.06,-1512.76,49.04,-10.09
Apartment,South,Paola,1.0,Unclassified,6,11,1.0,1.0,51.5,,10.5,,150000.0,150000.0,150000.0,650.0,800.0,650.0,15000.0,135000.0,646.06,32.5,32.5,65.0,-126.06,-1512.76,49.04,-10.09
Penthouse,East,Sliema,2.0,Shell,4,502,2.0,2.0,84.5,95.0,33.0,30.0,390000.0,650000.0,393000.0,700.0,6000.0,1700.0,39300.0,353700.0,1692.69,85.0,85.0,170.0,-332.69,-3992.24,49.08,-10.16
Penthouse,South,Paola,2.0,Shell,12,7,2.0,1.0,72.0,1.0,20.5,1.0,155000.0,329000.0,185000.0,650.0,1500.0,800.0,18500.0,166500.0,796.81,40.0,40.0,80.0,-156.81,-1881.74,49.09,-10.17
Apartment,East,Pembroke,3.0,Plan,5,23,2.0,2.0,113.0,0.0,17.0,10.0,320000.0,495000.0,370000.0,1000.0,2400.0,1600.0,37000.0,333000.0,1593.62,80.0,80.0,160.0,-313.62,-3763.48,49.09,-10.17
Apartment,East,Msida,1.0,Plan,22,388,1.0,1.0,58.0,1.0,6.0,1.0,136000.0,229000.0,185000.0,400.0,3000.0,800.0,18500.0,166500.0,796.81,40.0,40.0,80.0,-156.81,-1881.74,49.09,-10.17
House of Character,Central,Qormi,4.0,Unclassified,3,4,2.0,2.0,220.0,,80.0,,372000.0,655000.0,532000.0,1600.0,2500.0,2300.0,53200.0,478800.0,2291.37,115.0,115.0,230.0,-451.37,-5416.46,49.09,-10.18
Apartment,Gozo,Gozo - Zebbug,3.0,Plan,4,23,2.0,2.0,,0.0,,10.0,172000.0,530000.0,173500.0,550.0,2200.0,750.0,17350.0,156150.0,747.28,37.5,37.5,75.0,-147.28,-1767.36,49.1,-10.19
Maisonette,Central,Attard,3.0,Shell,9,84,2.0,2.0,111.0,130.0,30.0,30.0,258000.0,375000.0,278000.0,750.0,1800.0,1200.0,27800.0,250200.0,1197.37,60.0,60.0,120.0,-237.37,-2848.45,49.13,-10.25
Apartment,South,Xghajra,2.0,Finished,7,52,2.0,2.0,80.0,1.0,5.0,1.0,190000.0,245000.0,197000.0,600.0,2600.0,850.0,19700.0,177300.0,848.5,42.5,42.5,85.0,-168.5,-2021.96,49.14,-10.26
Penthouse,Central,Hamrun,3.0,Finished,3,4,2.0,1.5,,,,,319000.0,320000.0,319000.0,1250.0,1500.0,1375.0,31900.0,287100.0,1373.96,68.75,68.75,137.5,-273.96,-3287.54,49.17,-10.31
Penthouse,East,Msida,2.0,Finished,20,237,2.0,2.0,69.0,74.0,54.0,20.0,215000.0,350000.0,278500.0,650.0,2880.0,1200.0,27850.0,250650.0,1199.52,60.0,60.0,120.0,-239.52,-2874.3,49.18,-10.32
Apartment,Gozo,Gozo - Victoria,2.0,Unclassified,7,66,2.0,1.0,117.0,0.0,14.0,5.0,129000.0,188000.0,151000.0,400.0,2100.0,650.0,15100.0,135900.0,650.37,32.5,32.5,65.0,-130.37,-1564.45,49.2,-10.36
Apartment,Central,Santa Venera,2.0,Shell,14,91,2.0,1.0,98.0,40.5,6.0,1.0,170000.0,265000.0,197500.0,600.0,1200.0,850.0,19750.0,177750.0,850.65,42.5,42.5,85.0,-170.65,-2047.8,49.2,-10.37
Apartment,South,Paola,2.0,Unclassified,16,43,2.0,1.0,90.79,,3.43,,163000.0,290000.0,174250.0,600.0,1350.0,750.0,17425.0,156825.0,750.51,37.5,37.5,75.0,-150.51,-1806.13,49.2,-10.37
Apartment,East,Sliema,3.0,Furnished,44,4558,2.0,2.0,106.5,145.0,9.0,15.0,287000.0,595000.0,430000.0,440.0,7000.0,1850.0,43000.0,387000.0,1852.05,92.5,92.5,185.0,-372.05,-4464.59,49.21,-10.38
Apartment,East,Sliema,3.0,Finished,73,4558,2.0,2.0,111.0,145.0,5.0,15.0,315000.0,595000.0,430000.0,440.0,7000.0,1850.0,43000.0,387000.0,1852.05,92.5,92.5,185.0,-372.05,-4464.59,49.21,-10.38
Apartment,East,Msida,2.0,Finished,125,921,2.0,2.0,73.0,75.0,5.0,5.0,136000.0,285000.0,215000.0,525.0,2400.0,925.0,21500.0,193500.0,926.02,46.25,46.25,92.5,-186.02,-2232.29,49.21,-10.38
Apartment,South,Tarxien,2.0,Unclassified,6,37,2.0,2.0,82.0,1.0,10.0,1.0,181000.0,191000.0,186000.0,650.0,1200.0,800.0,18600.0,167400.0,801.12,40.0,40.0,80.0,-161.12,-1933.43,49.22,-10.39
Penthouse,Gozo,Gozo - Xaghra,2.0,Plan,4,21,2.0,2.0,101.0,0.0,23.0,15.0,180000.0,250000.0,186000.0,600.0,2100.0,800.0,18600.0,167400.0,801.12,40.0,40.0,80.0,-161.12,-1933.43,49.22,-10.39
Apartment,Gozo,Gozo - Sannat,2.0,Plan,16,12,2.0,1.0,88.5,,9.0,,120000.0,255000.0,140000.0,400.0,850.0,600.0,14000.0,126000.0,602.99,30.0,30.0,60.0,-122.99,-1475.91,49.31,-10.54
Maisonette,East,Pieta,3.0,Finished,4,5,2.0,1.5,0.0,90.0,35.0,25.0,250000.0,308000.0,280000.0,900.0,1400.0,1200.0,28000.0,252000.0,1205.99,60.0,60.0,120.0,-245.99,-2951.82,49.31,-10.54
Apartment,South,Fgura,1.0,Unclassified,4,17,1.0,1.0,55.7,,5.4,,140000.0,185000.0,140000.0,400.0,900.0,600.0,14000.0,126000.0,602.99,30.0,30.0,60.0,-122.99,-1475.91,49.31,-10.54
Apartment,East,Saint Julian's,2.0,Furnished,32,2143,1.0,2.0,56.0,93.0,10.0,10.0,240000.0,595000.0,350000.0,600.0,7000.0,1500.0,35000.0,315000.0,1507.48,75.0,75.0,150.0,-307.48,-3689.78,49.31,-10.54
Apartment,North,Bugibba,3.0,Furnished,291,248,1.0,2.0,103.5,110.0,14.0,20.0,191000.0,550000.0,225000.0,500.0,2000.0,962.5,22500.0,202500.0,969.1,48.12,48.12,96.25,-199.1,-2389.14,49.35,-10.62
Penthouse,East,Sliema,2.0,Plan,8,502,2.0,2.0,81.0,95.0,84.5,30.0,350000.0,795000.0,397500.0,700.0,6000.0,1700.0,39750.0,357750.0,1712.07,85.0,85.0,170.0,-352.07,-4224.82,49.36,-10.63
Apartment,East,Pieta,2.0,Finished,64,208,2.0,2.0,90.0,1.0,6.0,1.0,154000.0,395000.0,222500.0,700.0,2100.0,950.0,22250.0,200250.0,958.33,47.5,47.5,95.0,-198.33,-2379.93,49.4,-10.7
Apartment,Gozo,Gozo - Sannat,3.0,Shell,10,31,2.0,2.0,111.0,0.0,14.0,5.0,122000.0,213000.0,164000.0,600.0,1100.0,700.0,16400.0,147600.0,706.36,35.0,35.0,70.0,-146.36,-1756.35,49.4,-10.71
Apartment,Gozo,Gozo - Qala,2.0,Shell,6,39,2.0,2.0,50.5,45.0,7.5,7.5,121000.0,301000.0,164000.0,400.0,2100.0,700.0,16400.0,147600.0,706.36,35.0,35.0,70.0,-146.36,-1756.35,49.4,-10.71
