Type,Province,Town,Bedrooms,Stage,Reference_count,Bathrooms_median,IntArea_median,ExtArea_median,Price_min,Price_max,Price_median
Apartment,Central,Qormi,3.0,Furnished,15,2.0,120.0,10.0,245500.0,395000.0,282000.0
Apartment,West,Zebbug,3.0,Finished,30,2.0,133.5,14.0,250000.0,395000.0,282000.0
House of Character,Central,Birkirkara,2.0,Plan,2,2.0,,,245000.0,319000.0,282000.0
Penthouse,South,Birzebbuga,2.0,Shell,3,2.0,97.0,70.0,245000.0,370000.0,282000.0
Apartment,South,Qrendi,3.0,Finished,24,2.0,65.0,18.5,192000.0,402000.0,281500.0
Apartment,North,Mgarr,2.0,Unclassified,7,2.0,90.0,8.5,226500.0,427500.0,281500.0
Apartment,South,Xghajra,2.0,Furnished,2,2.0,102.0,7.0,273000.0,290000.0,281500.0
Maisonette Duplex,West,Zebbug,2.0,Furnished,2,1.0,,,276000.0,287000.0,281500.0
Apartment,West,Siggiewi,2.0,Finished,7,2.0,110.0,15.0,255000.0,340000.0,281000.0
Penthouse Duplex,East,San Gwann,2.0,Shell,2,2.0,81.0,57.0,280000.0,280000.0,280000.0
Maisonette,North,Qawra,3.0,Plan,11,2.0,135.5,54.5,248000.0,295000.0,280000.0
Apartment,East,Pieta,3.0,Unclassified,11,2.0,100.0,11.0,155000.0,398000.0,280000.0
Apartment,South,Birzebbuga,2.0,Shell,9,2.0,81.0,6.0,176000.0,300000.0,280000.0
Apartment,East,Sliema,1.0,Unclassified,13,1.0,65.0,3.0,185000.0,315000.0,280000.0
Penthouse,Central,Mosta,2.0,Shell,5,1.0,84.0,29.5,270000.0,350000.0,280000.0
Apartment,North,Burmarrad,3.0,Shell,27,2.0,121.0,12.0,270000.0,381000.0,280000.0
Maisonette,North,Saint Paul's Bay,3.0,Finished,8,2.0,44.5,37.5,250000.0,420000.0,280000.0
Maisonette,North,Qawra,3.0,Unclassified,7,2.0,87.5,32.5,225000.0,340000.0,280000.0
Maisonette,South,Mqabba,3.0,Plan,4,2.0,170.0,32.0,265000.0,335000.0,280000.0
Maisonette,South,Marsaxlokk,2.0,Unclassified,5,1.0,90.0,65.5,241000.0,300000.0,280000.0
Maisonette,South,Ghaxaq,4.0,Finished,2,2.0,,,280000.0,280000.0,280000.0
Maisonette,East,Pieta,3.0,Finished,4,2.0,0.0,35.0,250000.0,308000.0,280000.0
Apartment,South,Kirkop,3.0,Plan,25,2.0,,,270000.0,320000.0,280000.0
Apartment,East,Gzira,3.0,Shell,37,2.0,120.0,12.5,205000.0,356000.0,279500.0
Penthouse,East,Msida,2.0,Finished,20,2.0,69.0,54.0,215000.0,350000.0,278500.0
Penthouse,North,Qawra,1.0,Shell,3,1.0,68.5,23.5,185000.0,278500.0,278500.0
Apartment,Central,Santa Venera,3.0,Unclassified,17,2.0,112.5,7.0,233000.0,430000.0,278000.0
Maisonette,Central,Attard,3.0,Shell,9,2.0,111.0,30.0,258000.0,375000.0,278000.0
Penthouse,South,Qrendi,2.0,Shell,10,2.0,82.0,30.0,198000.0,340000.0,278000.0
Maisonette,South,Zurrieq,2.0,Finished,2,2.5,101.0,4.0,260000.0,295000.0,277500.0
Apartment,South,Safi,3.0,Finished,22,2.0,107.0,14.0,225000.0,298000.0,277500.0
Maisonette,Central,Iklin,2.0,Finished,6,2.0,99.0,38.5,265000.0,360000.0,277500.0
Maisonette,East,Ta' Xbiex,2.0,Shell,2,2.0,,,240000.0,315000.0,277500.0
Penthouse,Central,Santa Venera,1.0,Shell,2,1.5,68.0,70.0,245000.0,310000.0,277500.0
Apartment,South,Birzebbuga,3.0,Finished,15,2.0,99.0,7.0,207000.0,325000.0,277000.0
Maisonette,South,Luqa,3.0,Furnished,7,1.0,125.0,25.0,245000.0,426000.0,277000.0
Maisonette,South,Qrendi,2.0,Shell,2,2.0,85.0,36.0,277000.0,277000.0,277000.0
Apartment Duplex,Central,Qormi,3.0,Finished,3,2.0,133.0,10.0,210000.0,277000.0,277000.0
Maisonette,West,Rabat,2.0,Unclassified,4,1.5,101.0,55.0,259000.0,350000.0,277000.0
Apartment,Central,Naxxar,2.0,Furnished,2,2.0,,,256000.0,297600.0,276800.0
Apartment,South,Marsaxlokk,2.0,Furnished,2,2.0,102.0,15.0,266000.0,287000.0,276500.0
Maisonette,South,Zurrieq,3.0,Shell,5,2.0,125.0,36.0,265000.0,290000.0,276000.0
Apartment,East,Pieta,4.0,Finished,3,2.0,129.0,14.0,266000.0,290000.0,276000.0
Maisonette,North,Mellieha,2.0,Finished,8,2.0,114.0,9.0,228000.0,371000.0,276000.0
Apartment,South,Kirkop,3.0,Shell,3,2.0,179.0,2.0,276000.0,276000.0,276000.0
Maisonette,South,Xghajra,3.0,Furnished,4,2.0,97.0,26.0,256000.0,298000.0,276000.0
Apartment,South,Xghajra,3.0,Finished,15,2.0,130.0,18.0,245000.0,350000.0,276000.0
Apartment,West,Siggiewi,3.0,Shell,2,2.0,94.0,26.0,275000.0,276500.0,275750.0
Maisonette,Central,Hamrun,3.0,Unclassified,8,2.0,110.0,17.0,240000.0,350000.0,275500.0
Apartment,South,Mqabba,3.0,Finished,14,2.0,133.5,31.0,215000.0,399000.0,275500.0
Penthouse,Gozo,Gozo - Marsalforn,2.0,Unclassified,2,2.0,85.5,10.0,255000.0,295000.0,275000.0
Apartment,East,Swieqi,1.0,Unclassified,5,1.0,70.0,9.0,250000.0,275000.0,275000.0
Apartment,South,Marsaskala,2.0,Unclassified,28,2.0,101.2,10.5,169000.0,350000.0,275000.0
Apartment,West,Rabat,3.0,Unclassified,24,2.0,135.0,11.0,260000.0,420000.0,275000.0
Apartment,East,Saint Julian's,1.0,Finished,42,1.0,55.0,5.0,180000.0,595000.0,275000.0
Apartment,East,Swieqi,1.0,Finished,7,1.0,50.0,10.0,250000.0,290000.0,275000.0
Apartment,Central,Swatar,3.0,Unclassified,2,3.0,,,230000.0,320000.0,275000.0
Apartment Duplex,East,Msida,2.0,Finished,3,1.5,52.0,13.0,234000.0,320000.0,275000.0
Apartment,Central,Naxxar,3.0,Shell,22,2.0,110.0,11.0,250000.0,480000.0,275000.0
Penthouse,Central,Iklin,1.0,Finished,8,1.0,57.0,50.5,250000.0,350000.0,275000.0
House of Character,South,Zabbar,2.0,Furnished,3,2.0,132.0,72.5,175000.0,375000.0,275000.0
Apartment,North,Mellieha,2.0,Finished,58,2.0,88.0,14.0,200000.0,505000.0,275000.0
Maisonette,East,Gzira,2.0,Unclassified,9,2.0,87.55,36.6,249000.0,400000.0,275000.0
Maisonette,Central,Birkirkara,2.0,Finished,14,2.0,86.5,10.5,240000.0,375000.0,275000.0
Apartment,South,Zurrieq,3.0,Finished,46,2.0,175.0,24.0,220000.0,360000.0,275000.0
Maisonette,South,Qrendi,2.0,Finished,2,1.5,93.0,12.0,266500.0,283000.0,274750.0
Maisonette,South,Zabbar,2.0,Shell,2,2.0,85.0,11.0,234000.0,315000.0,274500.0
Townhouse,South,Marsa,3.0,Unclassified,8,2.0,143.0,17.5,213000.0,360000.0,274000.0
Maisonette,South,Marsaskala,2.0,Finished,16,2.0,105.5,35.5,233000.0,380000.0,274000.0
Townhouse,South,Ghaxaq,2.0,Furnished,2,1.0,,,265000.0,283000.0,274000.0
Apartment,South,Luqa,3.0,Unclassified,8,2.0,119.5,22.0,245000.0,340000.0,273500.0
Penthouse,South,Luqa,2.0,Unclassified,2,1.5,80.0,26.5,265000.0,282000.0,273500.0
Penthouse,South,Fgura,2.0,Furnished,4,2.0,73.0,48.0,270000.0,310000.0,273500.0
Maisonette,South,Tarxien,2.0,Finished,2,1.5,,,228500.0,318000.0,273250.0
Apartment,Central,Iklin,2.0,Finished,42,2.0,87.0,12.0,215000.0,350000.0,273150.0
Apartment,West,Rabat,2.0,Finished,26,2.0,83.0,11.0,245000.0,385000.0,273000.0
Penthouse,Central,Lija,1.0,Finished,2,1.0,,,266000.0,280000.0,273000.0
Apartment,East,San Gwann,2.0,Furnished,14,2.0,100.0,6.0,213000.0,296000.0,272500.0
House of Character,South,Senglea,2.0,Furnished,2,2.0,72.5,15.5,220000.0,325000.0,272500.0
Maisonette,Central,Qormi,3.0,Shell,6,2.0,63.5,46.0,230000.0,345500.0,271000.0
Apartment,South,Marsaxlokk,3.0,Unclassified,33,2.0,126.0,18.0,198000.0,340000.0,271000.0
Apartment,West,Rabat,2.0,Plan,20,2.0,100.0,9.5,230000.0,286000.0,270500.0
Maisonette,South,Fgura,3.0,Unclassified,12,1.5,111.0,20.0,243500.0,383000.0,270500.0
Penthouse,South,Zurrieq,2.0,Plan,9,2.0,88.0,22.0,245000.0,329000.0,270000.0
House of Character,Central,Qormi,2.0,Unclassified,7,2.0,110.0,22.5,170000.0,650000.0,270000.0
Maisonette,South,Ghaxaq,3.0,Finished,12,2.0,107.0,20.0,260000.0,362000.0,270000.0
Penthouse,Central,Qormi,2.0,Plan,4,2.0,85.0,31.0,265000.0,400000.0,270000.0
Apartment,East,Kappara,2.0,Plan,7,2.0,,,190000.0,400000.0,270000.0
Apartment,Central,Qormi,4.0,Unclassified,4,3.0,,,255000.0,290000.0,270000.0
Maisonette,South,Zabbar,2.0,Finished,15,2.0,109.0,26.0,223500.0,303000.0,270000.0
Apartment,South,Luqa,3.0,Plan,7,1.0,135.0,12.0,270000.0,299000.0,270000.0
Apartment,South,Ghaxaq,4.0,Finished,3,2.0,,,270000.0,270000.0,270000.0
Maisonette,North,Saint Paul's Bay,2.0,Unclassified,3,1.0,117.5,18.0,266000.0,318000.0,270000.0
Maisonette,Central,Mosta,2.0,Plan,9,2.0,99.0,16.0,245000.0,372000.0,270000.0
Maisonette,Central,Qormi,2.0,Unclassified,3,1.0,118.0,25.0,238000.0,350000.0,270000.0
Apartment,South,Ghaxaq,3.0,Furnished,8,2.0,110.0,10.0,258000.0,372000.0,270000.0
Apartment,Central,Naxxar,2.0,Plan,13,2.0,93.0,10.0,240000.0,365000.0,270000.0
Apartment,Central,Birkirkara,3.0,Unclassified,26,2.0,125.0,11.0,239000.0,399000.0,269000.0
Apartment,North,Salina,2.0,Furnished,2,2.0,70.5,11.5,267000.0,270000.0,268500.0
Maisonette,North,Mellieha,2.0,Shell,2,2.0,0.0,12.0,250000.0,285000.0,267500.0
Townhouse,South,Marsa,3.0,Finished,2,3.0,,,215000.0,320000.0,267500.0
Townhouse,South,Paola,2.0,Unclassified,4,1.0,85.0,14.5,265000.0,361000.0,267500.0
Apartment,North,Mellieha,2.0,Furnished,6,2.0,,,223000.0,372000.0,267500.0
Apartment,Gozo,Gozo - San Lawrenz,3.0,Unclassified,4,3.5,160.5,17.0,255000.0,280000.0,267500.0
Apartment Duplex,East,San Gwann,3.0,Plan,2,2.0,85.0,16.0,265000.0,270000.0,267500.0
Maisonette,East,Sliema,1.0,Finished,6,1.0,75.0,7.0,235000.0,390000.0,267000.0
Apartment,South,Mqabba,3.0,Unclassified,2,2.0,119.25,10.25,264000.0,270000.0,267000.0
Penthouse,Central,Mosta,1.0,Plan,4,1.5,76.5,64.5,234000.0,300000.0,266500.0
Maisonette,East,Sliema,1.0,Furnished,7,1.0,,,230000.0,390000.0,266000.0
Maisonette,Central,Attard,2.0,Shell,3,2.5,85.0,115.0,265000.0,335000.0,266000.0
Maisonette,Central,Mosta,2.0,Furnished,5,2.0,,,238500.0,375000.0,266000.0
Apartment,West,Zebbug,3.0,Shell,13,2.0,47.5,14.5,223000.0,330000.0,266000.0
Penthouse,South,Fgura,2.0,Finished,20,2.0,86.0,36.0,195000.0,350000.0,266000.0
Maisonette,South,Fgura,3.0,Plan,11,2.0,103.0,20.0,245000.0,393000.0,266000.0
Maisonette,South,Xghajra,3.0,Finished,3,2.0,105.5,12.0,260000.0,287000.0,266000.0
Maisonette,South,Qrendi,2.0,Furnished,3,1.0,,,255000.0,295000.0,266000.0
Apartment,Central,Birkirkara,3.0,Finished,62,2.0,142.0,19.5,195000.0,399000.0,266000.0
Apartment,Central,Naxxar,2.0,Finished,36,2.0,98.0,9.5,235000.0,335000.0,266000.0
Maisonette,South,Marsaskala,2.0,Furnished,7,2.0,106.0,24.0,239000.0,420000.0,265750.0
Apartment,South,Birzebbuga,3.0,Unclassified,18,2.0,105.0,7.0,230000.0,372000.0,265500.0
Apartment,South,Birzebbuga,2.0,Plan,6,1.5,0.0,12.0,215000.0,312000.0,265500.0
Maisonette,East,Pieta,2.0,Furnished,2,1.0,126.0,18.0,265000.0,266000.0,265500.0
Maisonette,South,Fgura,3.0,Shell,2,2.5,153.0,24.0,265000.0,266000.0,265500.0
Apartment,South,Paola,4.0,Furnished,2,2.0,140.0,5.0,255000.0,275000.0,265000.0
Apartment Duplex,Central,Mosta,2.0,Unclassified,2,2.0,,,265000.0,265000.0,265000.0
Penthouse,Gozo,Gozo - Xewkija,3.0,Unclassified,5,2.0,112.0,29.0,188000.0,325000.0,265000.0
Maisonette,North,Saint Paul's Bay,2.0,Plan,6,2.0,88.0,27.0,230000.0,320000.0,265000.0
Penthouse,North,Saint Paul's Bay,1.0,Plan,9,1.0,41.5,27.5,200000.0,450000.0,265000.0
Apartment,Central,Birkirkara,3.0,Shell,35,2.0,120.0,10.0,200000.0,385000.0,265000.0
Apartment,South,Zabbar,3.0,Finished,140,2.0,113.0,15.0,197000.0,450000.0,265000.0
Apartment,South,Gudja,3.0,Plan,18,2.0,115.0,10.0,242000.0,275000.0,265000.0
Maisonette,East,Gzira,2.0,Finished,16,2.0,89.0,36.5,238000.0,320000.0,265000.0
Apartment,South,Fgura,3.0,Furnished,20,2.0,109.5,6.5,207300.0,297000.0,265000.0
Maisonette Duplex,Central,Qormi,3.0,Unclassified,3,2.0,,,215000.0,265000.0,265000.0
Apartment,Gozo,Gozo - Victoria,3.0,Furnished,4,2.0,83.0,11.0,225000.0,302000.0,265000.0
Penthouse,Gozo,Gozo - Xaghra,2.0,Unclassified,2,2.5,142.5,52.5,175000.0,355000.0,265000.0
Apartment,South,Cospicua,2.0,Finished,4,2.0,110.0,16.0,250000.0,295000.0,265000.0
Apartment,North,Saint Paul's Bay,4.0,Unclassified,3,2.0,160.0,7.0,265000.0,385000.0,265000.0
Maisonette,East,Pieta,2.0,Finished,5,1.0,100.0,5.0,234000.0,266000.0,265000.0
Maisonette,East,Msida,3.0,Finished,15,2.0,109.0,24.0,235000.0,292000.0,265000.0
Penthouse,Central,Qormi,2.0,Unclassified,7,2.0,80.0,21.5,212000.0,357000.0,265000.0
Apartment,South,Marsaskala,3.0,Unclassified,57,2.0,117.0,10.0,223000.0,495000.0,265000.0
Maisonette,Central,Naxxar,2.0,Finished,3,1.0,87.0,17.5,265000.0,280000.0,265000.0
Penthouse,South,Paola,1.0,Unclassified,3,1.0,71.62,25.02,175000.0,300000.0,265000.0
Apartment,West,Dingli,2.0,Unclassified,2,2.0,82.5,10.5,254000.0,275000.0,264500.0
Maisonette,North,Burmarrad,3.0,Shell,3,2.0,128.0,32.0,224500.0,264500.0,264500.0
Apartment,East,Msida,3.0,Finished,56,2.0,127.5,9.5,198500.0,585000.0,263500.0
Penthouse,Central,Attard,1.0,Finished,2,1.0,,,260500.0,266000.0,263250.0
Maisonette Duplex,East,Pieta,2.0,Furnished,2,2.0,117.0,10.0,261000.0,265000.0,263000.0
Penthouse,South,Zurrieq,1.0,Plan,2,1.0,66.0,38.0,260000.0,266000.0,263000.0
Penthouse,Gozo,Gozo - Victoria,2.0,Plan,4,2.5,95.0,26.0,206000.0,330000.0,263000.0
Apartment,East,Ta' Xbiex,2.0,Unclassified,4,2.0,65.0,12.0,245000.0,350000.0,263000.0
Townhouse,Central,Naxxar,1.0,Unclassified,2,1.0,50.0,2.0,260000.0,266000.0,263000.0
Maisonette Duplex,South,Cospicua,2.0,Unclassified,2,2.0,74.0,1.0,260000.0,265000.0,262500.0
Maisonette,South,Tarxien,2.0,Furnished,2,1.5,136.0,62.0,255000.0,270000.0,262500.0
Apartment Duplex,North,Qawra,3.0,Finished,8,2.0,137.0,33.0,255000.0,280000.0,262000.0
Apartment,North,Bugibba,3.0,Finished,59,2.0,110.0,17.5,230000.0,330000.0,262000.0
Maisonette,Central,Attard,2.0,Furnished,3,1.0,68.0,32.0,245000.0,290000.0,261000.0
Apartment,Central,Santa Venera,1.0,Finished,4,1.0,,,148000.0,296240.0,260620.0
Apartment,Central,Qormi,3.0,Shell,18,2.0,93.0,14.0,185000.0,330000.0,260500.0
Apartment,East,Ta' Xbiex,2.0,Finished,11,2.0,84.0,3.0,235000.0,350000.0,260000.0
Penthouse,East,Msida,2.0,Unclassified,10,2.0,81.0,30.0,242000.0,340000.0,260000.0
Maisonette,South,Fgura,3.0,Finished,9,2.0,116.0,21.0,245000.0,330000.0,260000.0
Apartment,North,Bugibba,3.0,Unclassified,17,2.0,110.0,15.0,185000.0,319000.0,260000.0
Penthouse,East,Pieta,2.0,Shell,3,2.0,107.0,28.0,234000.0,315000.0,260000.0
Apartment,South,Zurrieq,3.0,Plan,6,2.0,122.5,10.0,220000.0,285000.0,260000.0
Apartment,South,Marsaskala,2.0,Furnished,26,2.0,83.0,17.0,170000.0,375000.0,260000.0
Apartment,North,Mellieha,2.0,Unclassified,28,2.0,95.5,9.0,238560.0,550000.0,260000.0
Maisonette,South,Zabbar,3.0,Plan,12,2.0,116.5,23.5,230000.0,280000.0,260000.0
Penthouse,Gozo,Gozo - Ghajnsielem,3.0,Shell,2,1.0,101.0,64.0,180000.0,340000.0,260000.0
Apartment,South,Zabbar,3.0,Shell,15,2.0,100.0,16.0,207000.0,330000.0,260000.0
Apartment,South,Luqa,3.0,Shell,8,2.0,0.0,10.0,225000.0,300000.0,260000.0
Apartment,South,Zejtun,3.0,Finished,29,2.0,110.0,20.0,191000.0,290000.0,260000.0
Apartment Duplex,East,Msida,4.0,Shell,2,3.0,,,260000.0,260000.0,260000.0
Maisonette,South,Mqabba,3.0,Shell,2,2.0,89.5,37.0,260000.0,260000.0,260000.0
Apartment,Central,Birkirkara,3.0,Plan,25,2.0,120.5,12.0,215000.0,310000.0,260000.0
Maisonette,Central,Hamrun,3.0,Shell,2,2.0,142.5,21.5,244000.0,272000.0,258000.0
Apartment,South,Zurrieq,2.0,Furnished,6,2.0,82.5,6.0,240000.0,290000.0,258000.0
Townhouse,Central,Hamrun,2.0,Furnished,8,2.0,108.0,7.0,199000.0,287000.0,258000.0
Apartment,East,Pieta,2.0,Unclassified,14,2.0,85.25,9.0,175000.0,395000.0,258000.0
Maisonette,South,Cospicua,1.0,Furnished,2,1.0,,,250000.0,266000.0,258000.0
Apartment,North,Bugibba,3.0,Plan,34,2.0,128.0,20.0,190000.0,595000.0,258000.0
Maisonette,South,Tarxien,3.0,Plan,8,2.0,107.0,35.0,250000.0,330000.0,257500.0
Apartment,West,Dingli,2.0,Plan,6,2.0,92.0,8.0,245000.0,355000.0,257500.0
Maisonette,South,Paola,3.0,Finished,4,2.0,106.0,36.0,223000.0,319000.0,257500.0
Apartment,Gozo,Gozo - Xlendi,3.0,Unclassified,6,1.0,73.4,12.1,215000.0,285000.0,257500.0
Penthouse,South,Tarxien,2.0,Finished,26,2.0,74.0,18.5,190000.0,320000.0,257500.0
Maisonette,East,Sliema,2.0,Plan,2,2.0,,,230000.0,282000.0,256000.0
Apartment,South,Marsaxlokk,3.0,Plan,101,2.0,120.0,17.0,207000.0,420000.0,256000.0
Penthouse,Central,Santa Venera,2.0,Plan,4,1.5,90.0,25.0,215000.0,300000.0,255500.0
Apartment,South,Zabbar,3.0,Unclassified,31,2.0,112.0,12.0,175000.0,476000.0,255000.0
Maisonette,Central,Hamrun,2.0,Unclassified,5,2.0,94.0,18.0,235000.0,275000.0,255000.0
Penthouse,Central,Santa Venera,2.0,Finished,10,2.0,84.0,21.5,180000.0,400000.0,255000.0
Apartment,North,Mgarr,2.0,Finished,19,2.0,82.5,16.0,222000.0,383000.0,255000.0
Apartment,North,Saint Paul's Bay,2.0,Finished,207,2.0,90.0,14.0,160000.0,550000.0,255000.0
Apartment,Central,Balzan,2.0,Unclassified,7,2.0,78.0,6.0,226000.0,385000.0,255000.0
Maisonette,Central,Iklin,2.0,Plan,2,2.0,100.0,27.0,245000.0,265000.0,255000.0
Apartment,East,Pieta,3.0,Shell,17,2.0,116.0,14.0,203500.0,275000.0,255000.0
Maisonette,South,Zejtun,2.0,Unclassified,3,1.0,61.0,20.0,255000.0,266000.0,255000.0
Apartment,Central,Qormi,4.0,Finished,10,3.0,137.0,13.0,230000.0,275000.0,255000.0
House of Character,South,Ghaxaq,2.0,Furnished,3,1.0,114.0,18.0,219000.0,265000.0,255000.0
Apartment,South,Mqabba,2.0,Plan,2,2.0,99.0,5.0,250000.0,260000.0,255000.0
Townhouse,South,Marsa,2.0,Furnished,5,2.0,106.5,26.0,190000.0,425000.0,255000.0
Apartment,South,Marsaskala,2.0,Finished,62,2.0,89.5,11.5,181000.0,404000.0,255000.0
Apartment,West,Siggiewi,2.0,Plan,11,2.0,0.0,10.0,183000.0,266000.0,255000.0
Apartment,South,Gudja,3.0,Finished,12,2.0,126.0,19.0,225000.0,308000.0,255000.0
Maisonette Duplex,South,Paola,2.0,Furnished,2,2.0,,,255000.0,255000.0,255000.0
Apartment,Gozo,Gozo - Nadur,3.0,Finished,6,2.0,90.0,10.0,215000.0,300000.0,255000.0
Maisonette,Gozo,Gozo - Munxar,3.0,Finished,2,2.0,,,255000.0,255000.0,255000.0
Apartment,Central,Qormi,3.0,Unclassified,35,2.0,124.21,13.0,220000.0,409000.0,255000.0
Penthouse,South,Tarxien,2.0,Unclassified,2,2.0,81.0,26.0,245000.0,265000.0,255000.0
Maisonette,East,Saint Julian's,1.0,Plan,2,2.0,,,255000.0,255000.0,255000.0
Penthouse,South,Tarxien,2.0,Plan,7,2.0,92.0,22.0,243500.0,276500.0,255000.0
Apartment,Central,Naxxar,2.0,Unclassified,9,2.0,98.0,7.5,220000.0,280000.0,255000.0
Townhouse,Central,Hamrun,2.0,Unclassified,6,1.0,115.0,6.0,185000.0,380000.0,255000.0
Apartment,Gozo,Gozo - Xaghra,3.0,Furnished,3,2.0,106.0,4.0,255000.0,365000.0,255000.0
Apartment,South,Gudja,2.0,Finished,2,2.0,,,239500.0,270000.0,254750.0
Maisonette,Gozo,Gozo - Gharb,2.0,Unclassified,4,2.0,97.0,10.0,229000.0,308000.0,254000.0
Apartment,West,Zebbug,2.0,Plan,16,2.0,67.0,10.0,230000.0,273000.0,253500.0
Apartment,East,Msida,3.0,Shell,2,2.0,91.0,12.5,235000.0,270000.0,252500.0
Apartment,South,Birzebbuga,3.0,Plan,8,2.0,0.0,11.0,210000.0,316000.0,252500.0
Maisonette,North,Saint Paul's Bay,1.0,Unclassified,2,1.5,70.0,30.0,250000.0,255000.0,252500.0
Maisonette,North,Mgarr,2.0,Finished,2,2.0,,,250000.0,255000.0,252500.0
Apartment,South,Senglea,2.0,Furnished,2,1.0,,,250000.0,255000.0,252500.0
Penthouse,Gozo,Gozo - Sannat,3.0,Unclassified,4,2.0,126.0,33.0,242000.0,398000.0,252000.0
Apartment,South,Zejtun,3.0,Furnished,6,2.0,110.0,10.0,230000.0,450000.0,252000.0
Penthouse Duplex,North,Qawra,2.0,Finished,3,2.0,92.0,39.0,245000.0,267000.0,250000.0
Apartment,West,Siggiewi,2.0,Unclassified,16,2.0,92.5,15.0,230000.0,281500.0,250000.0
Apartment,South,Zurrieq,3.0,Unclassified,13,2.0,135.0,16.0,223000.0,366000.0,250000.0
Apartment,West,Zebbug,2.0,Unclassified,17,2.0,98.0,16.0,220000.0,425000.0,250000.0
Apartment,Central,Attard,2.0,Finished,27,2.0,94.0,8.0,225000.0,350000.0,250000.0
Apartment,South,Birzebbuga,1.0,Finished,5,1.0,,,220000.0,280000.0,250000.0
Maisonette,South,Qrendi,3.0,Plan,2,2.0,111.0,12.5,245000.0,255000.0,250000.0
Maisonette,South,Birzebbuga,2.0,Finished,3,2.0,77.5,23.0,247000.0,277000.0,250000.0
Maisonette,South,Cospicua,5.0,Shell,274,4.0,,,250000.0,250000.0,250000.0
Apartment,East,San Gwann,2.0,Unclassified,23,2.0,83.0,10.0,210000.0,315000.0,250000.0
Apartment,East,San Gwann,2.0,Plan,51,2.0,82.0,12.5,189000.0,388000.0,250000.0
Apartment,East,San Gwann,2.0,Finished,55,2.0,85.0,10.0,180000.0,350000.0,250000.0
Penthouse,Gozo,Gozo - Xaghra,3.0,Unclassified,2,2.0,100.0,9.3,250000.0,250000.0,250000.0
Penthouse,Gozo,Gozo - Xaghra,3.0,Plan,2,1.0,124.0,21.0,250000.0,250000.0,250000.0
Apartment,North,Saint Paul's Bay,3.0,Plan,116,2.0,109.0,13.0,218000.0,595000.0,250000.0
Penthouse,Gozo,Gozo - Nadur,2.0,Finished,3,2.0,94.0,44.0,169000.0,270000.0,250000.0
Maisonette,South,Tarxien,3.0,Finished,20,2.0,115.0,26.5,236000.0,330000.0,250000.0
Maisonette,Gozo,Gozo - Xaghra,3.0,Plan,3,3.0,157.0,43.0,225000.0,275000.0,250000.0
Apartment,Central,Santa Venera,3.0,Finished,27,2.0,123.0,11.0,179000.0,372000.0,250000.0
Apartment,Central,Qormi,3.0,Plan,45,2.0,120.0,17.0,205000.0,345000.0,250000.0
Penthouse,Central,Birkirkara,2.0,Shell,11,2.0,70.0,35.0,210000.0,530000.0,250000.0
Apartment,Central,Qormi,3.0,Finished,89,2.0,120.0,14.0,160000.0,355000.0,250000.0
Penthouse,Central,Hamrun,3.0,Shell,4,2.0,115.5,37.0,225000.0,293000.0,250000.0
Apartment,Central,Mosta,2.0,Finished,106,2.0,98.0,9.0,179000.0,420000.0,250000.0
Penthouse,East,Msida,2.0,Shell,5,2.0,50.0,23.0,196000.0,250000.0,250000.0
Apartment,Central,Hamrun,2.0,Furnished,2,1.0,,,245000.0,255000.0,250000.0
Apartment,Central,Attard,2.0,Plan,6,2.0,81.0,15.5,245000.0,295000.0,250000.0
Apartment,Gozo,Gozo - Gharb,3.0,Unclassified,3,2.0,142.7,14.72,175000.0,310000.0,250000.0
Maisonette,South,Fgura,2.0,Plan,3,2.0,83.0,2.0,245000.0,255000.0,250000.0
Maisonette,Central,Santa Venera,2.0,Finished,2,1.5,90.0,30.0,245000.0,255000.0,250000.0
Apartment,Gozo,Gozo - Marsalforn,3.0,Finished,2,2.0,83.0,12.0,220000.0,280000.0,250000.0
Penthouse,North,Saint Paul's Bay,1.0,Unclassified,3,1.0,69.2,39.7,240000.0,532000.0,250000.0
Penthouse,North,Saint Paul's Bay,1.0,Finished,9,1.0,62.0,28.0,200000.0,450000.0,250000.0
Maisonette,East,Msida,2.0,Finished,11,2.0,88.0,13.0,225000.0,270000.0,250000.0
Penthouse,South,Fgura,2.0,Plan,13,2.0,80.0,36.0,194000.0,266000.0,250000.0
Apartment,North,Burmarrad,2.0,Finished,9,2.0,90.0,13.0,192000.0,306000.0,250000.0
Maisonette,East,Gzira,2.0,Plan,5,2.0,85.0,26.0,238000.0,295000.0,250000.0
Apartment,North,Mellieha,2.0,Plan,76,2.0,90.0,8.0,183000.0,575000.0,250000.0
Apartment,South,Zejtun,3.0,Plan,15,2.5,128.0,12.0,225000.0,300000.0,249900.0
Apartment,Central,Iklin,3.0,Shell,2,2.0,105.0,34.0,239000.0,260000.0,249500.0
Penthouse,Central,Santa Venera,2.0,Unclassified,6,1.5,57.5,30.5,181000.0,372000.0,249500.0
Apartment,East,Gzira,2.0,Plan,76,2.0,85.5,10.0,192000.0,550000.0,249000.0
Apartment,South,Zejtun,3.0,Unclassified,24,2.0,133.0,16.0,220000.0,285000.0,249000.0
Apartment,East,Gzira,2.0,Unclassified,50,2.0,85.0,10.0,195000.0,595000.0,249000.0
